x,Ábaco 1
0,0.527324
0.006969,0.528789
0.011721,0.529692
0.017951,0.530709
0.023442,0.531614
0.030095,0.531963
0.034319,0.532642
0.039916,0.5331
0.05373,0.53298
0.065505,0.532652
0.074138,0.532051
0.079879,0.531356
0.091077,0.530538
0.10301,0.527999
0.113464,0.525234
0.119852,0.523799
0.129519,0.520681
0.139564,0.51705
0.148611,0.513277
0.155462,0.51006
0.159919,0.508384
0.167505,0.5042
0.177227,0.498734
0.185164,0.494502
0.190253,0.491871
0.195708,0.488722
0.2,0.48648
